symbol,clock,band,n_obs,live,shuf_p50,shuf_p95,shuf_sd,shuf_outside_c90,shuf_p,blk_p50,blk_p95,blk_retention,blk_p,blk_above_p95,unr_p50,unr_sd,layer,z_live
DYDXUSDT,D1,CONFIRM,265,0.3152245966545867,-0.009479100839577502,0.18810817782019365,0.08404531791628356,true,0.004975124378109453,0.10688782419169707,0.19715314228968644,0.3390846568639484,0.0009995002498750624,true,-0.004550290821393105,0.06056988464421656,COLLAPSED_AS_EXPECTED,5.279436957067296
GALAUSDT,H1,DESIGN,2010,0.2948855860438266,-0.026995005483951187,0.17081362119089002,0.1019775422326478,true,0.004975124378109453,0.12228259175512807,0.15270146221068398,0.41467809056273824,0.0004997501249375312,true,0.000021710004408677478,0.02200060991113231,COLLAPSED_AS_EXPECTED,13.402531894818823
GALAUSDT,H1,CONFIRM,6827,0.3257246142810152,-0.024330614065644844,0.14053044401929338,0.06432081449477123,true,0.004975124378109453,0.1103872880309146,0.126887856565783,0.33889759382961226,0.0004997501249375312,true,0.0007340812193305578,0.012065744152454518,COLLAPSED_AS_EXPECTED,26.93497632266405
GALAUSDT,H4,DESIGN,504,0.25054531394629515,-0.017630763102088658,0.22422588665364598,0.12663511266383215,true,0.05472636815920398,0.11675131518823996,0.1769157506239283,0.46598881994362834,0.0004997501249375312,true,-0.0006421164864263906,0.04427224107428937,COLLAPSED_AS_EXPECTED,5.673700367036443
GALAUSDT,H4,CONFIRM,1715,0.2885175484915379,-0.03269792054908071,0.20844744082729974,0.08693866327071931,true,0.009950248756218905,0.14452880706188018,0.17336460079013538,0.5009359320343704,0.0004997501249375312,true,-0.0004415781848526695,0.02397481426224799,COLLAPSED_AS_EXPECTED,12.05261169140321
GALAUSDT,D1,DESIGN,87,0.09141940657578188,-0.012356929357731283,0.21467886564117522,0.16351906400278524,false,0.31840796019900497,0.1415032441495954,0.28751366916964355,1.5478468899521531,0.7066466766616691,false,0.0003645111904935482,0.10912696272449544,LIVE_INSIDE_DESTROYED_NULL,0.8343941140849646
GALAUSDT,D1,CONFIRM,286,0.2864875817379027,-0.023756731073804244,0.20560569084317482,0.10528562660665727,true,0.009950248756218905,0.17140523148225328,0.25307916730253055,0.5982989923768,0.008995502248875561,true,-0.0033848051819810486,0.06041236232350119,COLLAPSED_AS_EXPECTED,4.7982296300159675
OPUSDT,H1,DESIGN,2358,0.32486978591792487,-0.017299658332237018,0.24572277319000357,0.12423066749733415,true,0.004975124378109453,0.12214748714661816,0.1502840088765812,0.3759890652849986,0.0004997501249375312,true,0.0011774626486014727,0.020667766595668158,COLLAPSED_AS_EXPECTED,15.6616982183826
OPUSDT,H1,CONFIRM,6986,0.3231050615441644,-0.010221325239405362,0.11593305609178096,0.0626573328131042,true,0.004975124378109453,0.11891511839356365,0.13455183324415898,0.36803855013985737,0.0004997501249375312,true,0.0001537624308250345,0.011860748729210096,COLLAPSED_AS_EXPECTED,27.228576077831413
OPUSDT,H4,DESIGN,591,0.24814019511843063,-0.029638461915541148,0.23806668188869767,0.1502302493308301,true,0.05472636815920398,0.15668365723896202,0.2062127080016775,0.6314319901464619,0.004997501249375313,true,0.0006719551964760458,0.041492094634586876,COLLAPSED_AS_EXPECTED,5.96422624843024
